Token ID,Name,Status,Legend,Background,Background Points,Skin,Skin Points,Type,Type Points,Body,Body Points,Mouth,Mouth Points,Eyes,Eyes Points,Head,Head Points,Special,Special Points,Trait Subtotal,Collection Score,Status Bonus,Total UglyPoints,Overall Rank,Collection Rank,Scoring Tier
1427,Squig #1427,Reloaded,,Orange,60,Dark Brown Elf,80,Squig Elf,80,Naked,90,Giant Iridescent Tongue,100,Triple,65,Brown Mullet,120,None,0,595,595,0,595,2191,1327,Reloaded
1428,Squig #1428,Reloaded,,Purple,60,Dark Brown Elf,80,Squig Elf,80,Naked,90,Neutral,65,Sleepy Triple,75,Hoops,120,Sad Necklace,35,605,605,0,605,1936,962,Reloaded
1429,Squig #1429,Reloaded,,Light Blue Boom,70,Beige,70,Squig,75,Purple Tee,80,Open,70,Cyclops Lashes,65,Beavis Hair,120,None,0,550,550,0,550,3760,3487,Reloaded
1430,Squig #1430,Reloaded,,Light Blue Boom,70,Dark Brown Elf,80,Squig Elf,80,Prison,90,Mustache,85,Cyclops,65,Angel,140,None,0,610,610,0,610,1818,810,Reloaded
1431,Squig #1431,Reloaded,,Green Splash,70,Purple Elf,85,Squig Elf,80,Black Sweat,80,Sad,70,Bionic,80,Ugly Pale Ale,105,Green Laser,50,620,620,0,620,1611,517,Reloaded
1432,Squig #1432,Reloaded,,Light Blue Portal,85,Purple Elf,85,Squig Elf,80,Gold Boxing Gloves,125,Tongue,80,Cyclops,65,Blonde Pigtails,95,None,0,615,615,0,615,1715,658,Reloaded
1433,Squig #1433,Reloaded,,Orange,60,Dark Brown,70,Squig,75,Black Tee Yellow Bandana,90,Oh,70,Anger Cyclops,75,Sombrero,110,None,0,550,550,0,550,3760,3487,Reloaded
1434,Squig #1434,Reloaded,,Light Blue Boom,70,Green,80,Squig,75,Black Suit,95,Smile,70,Triple,65,Paper Boat,100,None,0,555,555,0,555,3577,3233,Reloaded
1435,Squig #1435,Reloaded,,Orange,60,Purple Elf,85,Squig Elf,80,Black Tee,85,Neutral,65,Bionic,80,Lemon Sunhat,105,None,0,560,560,0,560,3390,2969,Reloaded
1436,Squig #1436,Reloaded,,Green Boom,70,Brown Elf,80,Squig Elf,80,Blue Tracksuit,90,Smile,70,Anger Cyclops,75,Giant Mountie,125,None,0,590,590,0,590,2328,1522,Reloaded
1437,Squig #1437,Reloaded,,Pink,60,Dark Brown,70,Squig,75,Ugly Scene,110,Oh,70,Triple,65,Parted,95,None,0,545,545,0,545,3920,3709,Reloaded
1438,Squig #1438,Reloaded,,Orange Boom,70,Brown Elf,80,Squig Elf,80,Green Polo,90,Smile,70,Angry Triple,75,Yellow Bowl,85,Gold Earring,20,570,570,0,570,3009,2450,Reloaded
1439,Squig #1439,Reloaded,,Purple Splash,70,Brown Elf,80,Squig Elf,80,Pink Hoodie,85,Neutral,65,Angry Cyclops,70,Donuts,125,None,0,575,575,0,575,2816,2189,Reloaded
1440,Squig #1440,Reloaded,,Orange Splash,70,Beige Elf,80,Squig Elf,80,White Bralette,90,Gold Duck,110,Triple,65,White Backwards Cap,95,Dino,45,635,635,0,635,1433,249,Reloaded
1441,Squig #1441,Reloaded,,Purple,60,Beige Elf,80,Squig Elf,80,Blue Puffy,90,Duck,95,Triple Lashes,65,Grey Boom Bucket,105,None,0,575,575,0,575,2816,2189,Reloaded
1442,Squig #1442,Reloaded,,Light Blue,60,Dark Brown,70,Squig,75,White Sweat,90,Smile,70,Angry Cyclops,70,Blonde Hair Bandana,90,None,0,525,525,0,525,4368,4335,Reloaded
1443,Squig #1443,Reloaded,,Light Blue Splash,70,Brown,70,Squig,75,Blue Tracksuit,90,Open,70,Angry Cyclops Lashes,75,Mountie,95,None,0,545,545,0,545,3920,3709,Reloaded
1444,Squig #1444,Reloaded,,Orange Splash,70,Beige Elf,80,Squig Elf,80,Born Ugly Tee,85,Open,70,Angry Cyclops,70,Afro Brown,100,None,0,555,555,0,555,3577,3233,Reloaded
1445,Squig #1445,Reloaded,,Grey,60,Beige,70,Squig,75,Purple Tee,80,Neutral,65,Triple Lashes,65,Skate Black,115,Smile Necklace,30,560,560,0,560,3390,2969,Reloaded
1446,Squig #1446,Reloaded,,Orange Boom,70,Beige,70,Squig,75,White Tee Red Bandana,90,Sad,70,Triple,65,Pink Sunhat,90,None,0,530,530,0,530,4307,4255,Reloaded
1447,Squig #1447,Reloaded,,Pink,60,Brown,70,Squig,75,White Sweat,90,Neutral,65,Triple Lashes,65,Bow,90,None,0,515,515,0,515,4425,4416,Reloaded
1448,Squig #1448,Reloaded,,Yellow,60,Beige Elf,80,Squig Elf,80,Baseball Jersey Blue,90,Oh,70,Cyclops Lashes,65,Pink Ugly Cap,95,Smile Necklace,30,570,570,0,570,3009,2450,Reloaded
1449,Squig #1449,Reloaded,,Purple,60,Green,80,Squig,75,Ugly Football Club,95,Gold Duck,110,Cyclops Lashes,65,Yellow Sunhat,95,None,0,580,580,0,580,2630,1928,Reloaded
1450,Squig #1450,Reloaded,,Green Portal,80,Amphibian Green,110,Amphibian,110,White Sweat,90,Neutral,65,Sleepy Triple,75,Lobby,110,None,0,640,640,0,640,1395,194,Reloaded
1451,Squig #1451,Reloaded,,Yellow,60,Dark Brown Elf,80,Squig Elf,80,Multi Overalls,90,Afraid,70,Triple Lashes,65,Blonde Hair Bandana,90,Sad Necklace,35,570,570,0,570,3009,2450,Reloaded
1452,Squig #1452,Reloaded,,Purple Portal,80,Brown,70,Squig,75,Ugly Lifeguard,105,Revive Pill,95,Bionic Lashes,80,Green Ugly Cap,85,None,0,590,590,0,590,2328,1522,Reloaded
1453,Squig #1453,Reloaded,,Grey Splash,70,Beige,70,Squig,75,White Sweat,90,Smile,70,Cyclops,65,Pink Ugly Cap,95,None,0,535,535,0,535,4193,4092,Reloaded
1454,Squig #1454,Reloaded,,Orange,60,Green Elf,85,Squig Elf,80,Chain,95,Oh,70,Anger Cyclops,75,Green Beanie,90,Nouns Glasses,45,600,600,0,600,2048,1127,Reloaded
1455,Squig #1455,Reloaded,,Pink,60,Amphibian Red,105,Amphibian,110,Dog Tank,85,Sad,70,Sleepy Triple,75,Flowers,105,None,0,610,610,0,610,1818,810,Reloaded
1456,Squig #1456,Reloaded,,Grey Portal,80,Crystal,110,Squig,75,White Tee,85,Toothless,75,Surgery,85,Yellow Punk,85,None,0,595,595,0,595,2191,1327,Reloaded
1457,Squig #1457,Reloaded,,Orange Splash,70,Robot,105,Robot,120,Gold Bralette,120,Sad,70,Surgery Lashes,85,Pink Bowl,85,None,0,655,655,0,655,1313,85,Reloaded
1458,Squig #1458,Reloaded,,Yellow,60,Amphibian Purple,105,Amphibian,110,Born Ugly Tee,85,Afraid,70,Angry Cyclops Lashes,75,Yellow Punk,85,None,0,590,590,0,590,2328,1522,Reloaded
1459,Squig #1459,Reloaded,,Orange Boom,70,Brown,70,Squig,75,Ugly Hockey Jersey,100,Smile,70,Angry Triple Lashes,75,Green Beanie,90,Multi Earring,25,575,575,0,575,2816,2189,Reloaded
1460,Squig #1460,Reloaded,,Purple Splash,70,Beige Elf,80,Squig Elf,80,Born Ugly Tank,90,Neutral,65,Sleepy Triple,75,Green Cap,90,None,0,550,550,0,550,3760,3487,Reloaded
1461,Squig #1461,Reloaded,,Green Splash,70,Green,80,Squig,75,Purple Tee,80,Neutral,65,Cyclops Lashes,65,Blue Ugly Cap,95,None,0,530,530,0,530,4307,4255,Reloaded
1462,Squig #1462,Reloaded,,Orange Splash,70,Green Elf,85,Squig Elf,80,Ugly Long Tee,95,Neutral,65,Angry Cyclops Lashes,75,Pink Ugly Cap,95,None,0,565,565,0,565,3212,2713,Reloaded
1463,Squig #1463,Reloaded,,Purple Splash,70,Amphibian Red,105,Amphibian,110,Multi Overalls,90,Toothless,75,Triple Lashes,65,Black Cap,90,None,0,605,605,0,605,1936,962,Reloaded
1464,Squig #1464,Reloaded,,Grey,60,Brown Elf,80,Squig Elf,80,Black Hoodie,85,Mustache,85,Cyclops Lashes,65,Green Visor,110,None,0,565,565,0,565,3212,2713,Reloaded
1465,Squig #1465,Reloaded,,Pink Splash,70,Purple,80,Squig,75,Black Hoodie,85,Toothless,75,Bionic,80,Dennis Blonde,110,Green Laser,50,625,625,0,625,1537,403,Reloaded
1466,Squig #1466,Reloaded,,Light Blue Boom,70,Dark Zombie,95,Zombie,110,Varsity Green,95,Neutral,65,Surgery,85,'67 Hockey Helmet,130,None,0,650,650,0,650,1332,110,Reloaded
1467,Squig #1467,Reloaded,,Pink Boom,70,Beige,70,Squig,75,'67 Jersey,105,Tongue,80,Angry Cyclops Lashes,75,Visor With Hair,105,None,0,580,580,0,580,2630,1928,Reloaded
1468,Squig #1468,Reloaded,,Orange,60,Dark Brown Elf,80,Squig Elf,80,Born Ugly Tank Yellow,90,Toothless,75,Bionic,80,Blue Ugly Cap,95,Yellow Laser,55,615,615,0,615,1715,658,Reloaded
1469,Squig #1469,Reloaded,,Grey Boom,70,Beige Elf,80,Squig Elf,80,Futuristic Armor,115,Smile,70,Angry Cyclops Lashes,75,Pink Sunhat,90,None,0,580,580,0,580,2630,1928,Reloaded
1470,Squig #1470,Reloaded,,Pink,60,Dark Brown,70,Squig,75,White Army Tee,95,Smile,70,Surgery,85,Yellow Sunhat,95,Gold Earring,20,570,570,0,570,3009,2450,Reloaded
1471,Squig #1471,Reloaded,,Orange,60,Crystal,110,Squig,75,Purple Tee,80,Neutral,65,Triple Lashes,65,Hockey Helmet,115,None,0,570,570,0,570,3009,2450,Reloaded
1472,Squig #1472,Reloaded,,Orange Boom,70,Beige Elf,80,Squig Elf,80,Flowers Overalls,95,Open,70,Angry Triple Lashes,75,Construction Cone,120,Blunt,40,630,630,0,630,1477,321,Reloaded
1473,Squig #1473,Reloaded,,Green,60,Zombie,100,Zombie,110,Green Polo,90,Neutral,65,Angry Triple,75,Brown Pigtails,95,Gold Earring,20,615,615,0,615,1715,658,Reloaded
1474,Squig #1474,Reloaded,,Yellow,60,Purple,80,Squig,75,Purple Tee,80,Ball Gag,100,Triple Lashes,65,Yellow Sunhat,95,None,0,555,555,0,555,3577,3233,Reloaded
1475,Squig #1475,Reloaded,,Purple Boom,70,Zombie,100,Zombie,110,Black Hoodie,85,Neutral,65,Cyclops,65,Pink Sunhat,90,None,0,585,585,0,585,2479,1724,Reloaded
1476,Squig #1476,Reloaded,,Light Blue,60,Green,80,Squig,75,Beavis Tee,105,Open,70,Anger Cyclops,75,Blonde Pigtails,95,Blunt,40,600,600,0,600,2048,1127,Reloaded
1477,Squig #1477,Reloaded,,Yellow Boom,70,Dark Brown,70,Squig,75,Born Ugly Tee,85,Open,70,Cyclops Lashes,65,Green Beanie,90,None,0,525,525,0,525,4368,4335,Reloaded
1478,Squig #1478,Reloaded,,Yellow,60,Dark Robot,110,Robot,120,Brown Suit,100,Giant Tongue,90,Angry Triple Lashes,75,Nurse,95,None,0,650,650,0,650,1332,110,Reloaded
1479,Squig #1479,Reloaded,,Light Blue Boom,70,Amphibian Green,110,Amphibian,110,Purple Tee,80,Tape,90,Cyclops Lashes,65,Green Ugly Cap,85,None,0,610,610,0,610,1818,810,Reloaded
1480,Squig #1480,Reloaded,,Yellow Splash,70,Beige,70,Squig,75,Pet Lover Bag,110,Sad,70,Cyclops,65,Headphones,105,None,0,565,565,0,565,3212,2713,Reloaded
1481,Squig #1481,Reloaded,,Purple Boom,70,Amphibian Red,105,Amphibian,110,Boxing Gloves,95,Oh,70,Triple,65,Mono Pigtail,105,None,0,620,620,0,620,1611,517,Reloaded
1482,Squig #1482,Reloaded,,Green Splash,70,Green Elf,85,Squig Elf,80,Red Bralette,90,Neutral,65,Cyclops,65,3D,110,Smile Necklace,30,595,595,0,595,2191,1327,Reloaded
1483,Squig #1483,Reloaded,,Green Splash,70,Beige Elf,80,Squig Elf,80,Born Ugly Tank,90,Giant Tongue,90,Suspect Cyclops,80,Bandana,100,None,0,590,590,0,590,2328,1522,Reloaded
1484,Squig #1484,Reloaded,,Pink Boom,70,Amphibian Purple,105,Amphibian,110,Cowboy Green,100,Toothless,75,Triple,65,Flowers,105,None,0,630,630,0,630,1477,321,Reloaded
1485,Squig #1485,Reloaded,,Purple,60,Dark Brown,70,Squig,75,Varisty Blue,90,Smile,70,Angry Triple Lashes,75,Brown Pigtails,95,None,0,535,535,0,535,4193,4092,Reloaded
1486,Squig #1486,Reloaded,,Green Portal,80,Beige Elf,80,Squig Elf,80,Blue Overalls,90,Afraid,70,Triple Lashes,65,Black Cap,90,None,0,555,555,0,555,3577,3233,Reloaded
1487,Squig #1487,Reloaded,,Green Splash,70,Green Elf,85,Squig Elf,80,Black Tank,80,Sad,70,Bionic Lashes,80,Hoops,120,None,0,585,585,0,585,2479,1724,Reloaded
1488,Squig #1488,Reloaded,,Purple,60,Green,80,Squig,75,Flowers Shirt,95,Neutral,65,Anger Cyclops,75,Crown,110,None,0,560,560,0,560,3390,2969,Reloaded
1489,Squig #1489,Reloaded,,Orange,60,Brown,70,Squig,75,Cowboy Red,90,Afraid,70,Angry Cyclops Lashes,75,Pink Bowl,85,None,0,525,525,0,525,4368,4335,Reloaded
1490,Squig #1490,Reloaded,,Sky,80,Crystal,110,Squig,75,White Suit,95,Smile,70,Eye Patch,90,Beavis Hair,120,None,0,640,640,0,640,1395,194,Reloaded
1491,Squig #1491,Reloaded,,Grey Boom,70,Brown Elf,80,Squig Elf,80,Black Tee Yellow Bandana,90,Open,70,Anger Cyclops,75,Green Beanie,90,None,0,555,555,0,555,3577,3233,Reloaded
1492,Squig #1492,Reloaded,,Green,60,Green,80,Squig,75,Black Jacket,90,Sad,70,Angry Triple,75,3D,110,None,0,560,560,0,560,3390,2969,Reloaded
1493,Squig #1493,Reloaded,,Orange,60,Zombie,100,Zombie,110,White Tee,85,Sewn,90,Cyclops Lashes,65,Ice Cream,110,None,0,620,620,0,620,1611,517,Reloaded
1494,Squig #1494,Reloaded,,Purple Boom,70,Beige,70,Squig,75,White Bralette,90,Neutral,65,Angry Triple,75,Brown Hair Bandana,95,None,0,540,540,0,540,4073,3927,Reloaded
1495,Squig #1495,Reloaded,,Purple Portal,80,Green Elf,85,Squig Elf,80,Brown Suit,100,Giant Tongue,90,Suspect Cyclops,80,VR Goggles,120,Multi Earring,25,660,660,0,660,1305,71,Reloaded
1496,Squig #1496,Reloaded,,Green Boom,70,Brown,70,Squig,75,Pink Hoodie,85,Sad,70,Bionic,80,Ugly Pale Ale,105,None,0,555,555,0,555,3577,3233,Reloaded
1497,Squig #1497,Reloaded,Beige Half Cut,,0,,0,,0,,0,,0,,0,,0,,0,0,1000,0,1000,6,1,Reloaded Legendary
1498,Squig #1498,Reloaded,,Orange Boom,70,Brown Elf,80,Squig Elf,80,Naked,90,Sad,70,Sleepy Triple,75,Blindfoil,120,None,0,585,585,0,585,2479,1724,Reloaded
1499,Squig #1499,Reloaded,,Green,60,Purple Elf,85,Squig Elf,80,Beige Jacket,90,Toothless,75,Bionic,80,Pink Bowl,85,Multi Laser,70,625,625,0,625,1537,403,Reloaded
1500,Squig #1500,Reloaded,,Pink,60,Purple Elf,85,Squig Elf,80,White Suit,95,Sad,70,Angry Triple Lashes,75,Captain,105,Gold Earring,20,590,590,0,590,2328,1522,Reloaded
1501,Squig #1501,Reloaded,,Yellow,60,Purple Elf,85,Squig Elf,80,Anti GM GM Club Tee,100,Blue Tongue,85,Triple Lashes,65,Construction Cone,120,None,0,595,595,0,595,2191,1327,Reloaded
1502,Squig #1502,Reloaded,,Light Blue,60,Robot,105,Robot,120,Ugly Tracksuit,100,Oh,70,Triple,65,Bow,90,None,0,610,610,0,610,1818,810,Reloaded
1503,Squig #1503,Reloaded,,Pink Boom,70,Gold,105,Squig,75,Red Bathrobe,95,Open,70,Triple Lashes,65,Pink Sunhat,90,None,0,570,570,0,570,3009,2450,Reloaded
1504,Squig #1504,Reloaded,,Light Blue,60,Brown,70,Squig,75,Red Bralette,90,Sad,70,Triple,65,Fast Food Visor,115,None,0,545,545,0,545,3920,3709,Reloaded
1505,Squig #1505,Reloaded,,Yellow Boom,70,Brown Elf,80,Squig Elf,80,Black Tank,80,Smile,70,Triple Lashes,65,Iridescent Sunhat,115,Smile Necklace,30,590,590,0,590,2328,1522,Reloaded
1506,Squig #1506,Reloaded,,Portal,95,Dark Brown,70,Squig,75,White Tee,85,Neutral,65,Bionic Lashes,80,Watermelon Bucket,110,None,0,580,580,0,580,2630,1928,Reloaded
1507,Squig #1507,Reloaded,,Pink,60,Beige Elf,80,Squig Elf,80,Pink Hoodie,85,Tape,90,Cyclops Lashes,65,Yellow Punk,85,Gold Earring,20,565,565,0,565,3212,2713,Reloaded
1508,Squig #1508,Reloaded,,Yellow Splash,70,Green,80,Squig,75,Black Hoodie,85,Open,70,Triple,65,Sombrero,110,None,0,555,555,0,555,3577,3233,Reloaded
1509,Squig #1509,Reloaded,,Light Blue,60,Dark Brown Elf,80,Squig Elf,80,Native Shirt,95,Neutral,65,Angry Triple Lashes,75,Mountie,95,None,0,550,550,0,550,3760,3487,Reloaded
1510,Squig #1510,Reloaded,,Portal,95,Brown,70,Squig,75,Red Tracksuit,90,Sewn,90,Triple,65,Cactus,125,None,0,610,610,0,610,1818,810,Reloaded
1511,Squig #1511,Reloaded,,Pink Boom,70,Purple,80,Squig,75,Born Ugly Tank Yellow,90,Sad,70,Angry Cyclops,70,Visor With Hair,105,None,0,560,560,0,560,3390,2969,Reloaded
1512,Squig #1512,Reloaded,,Yellow Splash,70,Green Elf,85,Squig Elf,80,Black Sweat,80,Open,70,Cyclops,65,Blonde Hair Bandana,90,Sad Necklace,35,575,575,0,575,2816,2189,Reloaded
1513,Squig #1513,Reloaded,,Green Boom,70,Dark Brown Elf,80,Squig Elf,80,PAAF Tee,90,Afraid,70,Triple,65,Ugly Black Cap,95,Multi Earring,25,575,575,0,575,2816,2189,Reloaded
1514,Squig #1514,Reloaded,,Pink Splash,70,Amphibian Purple,105,Amphibian,110,Pink Surf Lycra,90,Sad,70,Cyclops Lashes,65,White Backwards Cap,95,None,0,605,605,0,605,1936,962,Reloaded
1515,Squig #1515,Reloaded,,Green,60,Beige Elf,80,Squig Elf,80,Red Bathrobe,95,Ugly Candy,105,Triple Lashes,65,Blonde Pigtails,95,Gold Earring,20,600,600,0,600,2048,1127,Reloaded
1516,Squig #1516,Reloaded,,Green,60,Green Elf,85,Squig Elf,80,Fishnet,100,Gold Giant Tongue,100,Angry Triple Lashes,75,Gold Hoops,140,None,0,640,640,0,640,1395,194,Reloaded
1517,Squig #1517,Reloaded,,Pink Boom,70,Zombie,100,Zombie,110,Purple Tee,80,Blue Tongue,85,Triple,65,Pink Sunhat,90,None,0,600,600,0,600,2048,1127,Reloaded
1518,Squig #1518,Reloaded,,Green Boom,70,Dark Brown Elf,80,Squig Elf,80,White Tank,80,Afraid,70,Sleepy Triple,75,Afro Blonde,95,Gold Earring,20,570,570,0,570,3009,2450,Reloaded
1519,Squig #1519,Reloaded,,Purple Boom,70,Green,80,Squig,75,White Tee Red Bandana,90,Open,70,Triple Lashes,65,Pink Cowboy,100,None,0,550,550,0,550,3760,3487,Reloaded
1520,Squig #1520,Reloaded,,Orange Splash,70,Brown Elf,80,Squig Elf,80,Red Bralette,90,Sad,70,Eye Patch,90,Bear Fur Hat,105,None,0,585,585,0,585,2479,1724,Reloaded
1521,Squig #1521,Reloaded,,Light Blue Boom,70,Brown Elf,80,Squig Elf,80,Flame Sweat,95,Open,70,Cyclops,65,Cactus,125,None,0,585,585,0,585,2479,1724,Reloaded
1522,Squig #1522,Reloaded,,Orange Boom,70,Amphibian Green,110,Amphibian,110,PAAF Tee,90,Sad,70,Cyclops,65,Captain,105,None,0,620,620,0,620,1611,517,Reloaded
1523,Squig #1523,Reloaded,,Grey,60,Beige Elf,80,Squig Elf,80,'67 Tracksuit,105,Smile,70,Triple,65,Pink Bowl,85,None,0,545,545,0,545,3920,3709,Reloaded
1524,Squig #1524,Reloaded,,Light Blue Splash,70,Green,80,Squig,75,Ugly Varsity Purple,95,Smile,70,Cyclops,65,'67 Hockey Helmet,130,None,0,585,585,0,585,2479,1724,Reloaded
1525,Squig #1525,Reloaded,,Green Boom,70,Beige Elf,80,Squig Elf,80,White Sweat,90,Mustache,85,Angry Triple,75,Giant Gold Mountie,130,None,0,610,610,0,610,1818,810,Reloaded
1526,Squig #1526,Reloaded,,Orange,60,Beige,70,Squig,75,White Tank,80,Sad,70,Sleepy Triple,75,White Cowboy,105,None,0,535,535,0,535,4193,4092,Reloaded
1527,Squig #1527,Reloaded,,Green Splash,70,Purple,80,Squig,75,Blue Tracksuit,90,Afraid,70,Surgery Lashes,85,Paper Boat,100,None,0,570,570,0,570,3009,2450,Reloaded
1528,Squig #1528,Reloaded,,Light Blue,60,Dark Brown,70,Squig,75,Born Ugly Tank,90,Oh,70,Angry Triple,75,Captain,105,None,0,545,545,0,545,3920,3709,Reloaded
1529,Squig #1529,Reloaded,,Light Blue,60,Brown,70,Squig,75,Pink Hoodie,85,Oh,70,Angry Triple,75,White Backwards Cap,95,None,0,530,530,0,530,4307,4255,Reloaded
1530,Squig #1530,Reloaded,,Green Boom,70,Crystal,110,Squig,75,Blue Tracksuit,90,Oh,70,Triple Lashes,65,Bow,90,None,0,570,570,0,570,3009,2450,Reloaded
1531,Squig #1531,Reloaded,,Grey Boom,70,Dark Brown Elf,80,Squig Elf,80,Cowboy Red,90,Open,70,Eye Patch,90,Yellow Sunhat,95,None,0,575,575,0,575,2816,2189,Reloaded
1532,Squig #1532,Reloaded,,Green Boom,70,Green,80,Squig,75,Baseball Jersey Red,90,Afraid,70,Triple,65,Dread Cap,115,None,0,565,565,0,565,3212,2713,Reloaded
1533,Squig #1533,Reloaded,,Yellow,60,Brown,70,Squig,75,White Tank,80,Smile,70,Angry Cyclops,70,Headphones,105,None,0,530,530,0,530,4307,4255,Reloaded
1534,Squig #1534,Reloaded,,Purple Boom,70,Green,80,Squig,75,Yellow Pink Polo,85,Sewn,90,Angry Triple Lashes,75,Black Cap,90,Gold Earring,20,585,585,0,585,2479,1724,Reloaded
1535,Squig #1535,Reloaded,,Orange Splash,70,Dark Brown,70,Squig,75,Black Tank,80,Blue Tongue,85,Suspect Cyclops,80,White Bowl,95,None,0,555,555,0,555,3577,3233,Reloaded
1536,Squig #1536,Reloaded,,Green,60,Green Elf,85,Squig Elf,80,Baseball Jersey Red,90,Afraid,70,Bionic,80,3D,110,None,0,575,575,0,575,2816,2189,Reloaded
1537,Squig #1537,Reloaded,,Grey,60,Green,80,Squig,75,Varisty Blue,90,Toothless,75,Triple Lashes,65,Ugly Black Cap,95,None,0,540,540,0,540,4073,3927,Reloaded
1538,Squig #1538,Reloaded,,Grey Splash,70,Green,80,Squig,75,Basketball Red,105,Open,70,Cyclops Lashes,65,Sombrero,110,Gold Earring,20,595,595,0,595,2191,1327,Reloaded
1539,Squig #1539,Reloaded,,Light Blue,60,Green Elf,85,Squig Elf,80,Green Polo,90,Oh,70,Angry Triple Lashes,75,Brown Pigtails,95,None,0,555,555,0,555,3577,3233,Reloaded
1540,Squig #1540,Reloaded,,Yellow,60,Beige Elf,80,Squig Elf,80,Red Tracksuit,90,Tongue,80,Angry Cyclops,70,Pink Bowl,85,None,0,545,545,0,545,3920,3709,Reloaded
1541,Squig #1541,Reloaded,,Yellow,60,Brown Elf,80,Squig Elf,80,Anti GM GM Club Tee,100,Giant Tongue,90,Surgery Lashes,85,Blonde Mullet,115,Parakeet,45,655,655,0,655,1313,85,Reloaded
1542,Squig #1542,Reloaded,,Light Blue,60,Green,80,Squig,75,Beige Jacket,90,Duck,95,Cyclops,65,Green Cap,90,None,0,555,555,0,555,3577,3233,Reloaded
1543,Squig #1543,Reloaded,,Green,60,Gold,105,Squig,75,Dog Tank,85,Smile,70,Fire in the hole,105,Bald,95,Weed Necklace,40,635,635,0,635,1433,249,Reloaded
1544,Squig #1544,Reloaded,,Light Blue Splash,70,Zombie,100,Zombie,110,Green White Polo,90,Sewn,90,Bionic,80,Nurse,95,Gold Earring,20,655,655,0,655,1313,85,Reloaded
1545,Squig #1545,Reloaded,,Light Blue,60,Amphibian Green,110,Amphibian,110,Anti GM GM Club Tee,100,Toothless,75,Sleepy Triple,75,Nurse,95,None,0,625,625,0,625,1537,403,Reloaded
1546,Squig #1546,Reloaded,,Grey,60,Amphibian Purple,105,Amphibian,110,Born Ugly Tank Yellow,90,Open,70,Triple,65,Knife,115,None,0,615,615,0,615,1715,658,Reloaded
1547,Squig #1547,Reloaded,,Grey,60,Beige Elf,80,Squig Elf,80,Basketball Red,105,Smile,70,Angry Cyclops Lashes,75,Pink Beanie,95,None,0,565,565,0,565,3212,2713,Reloaded
1548,Squig #1548,Reloaded,,Green Portal,80,Brown,70,Squig,75,Iridescent Puffy,110,Afraid,70,Triple,65,Cowboy,95,None,0,565,565,0,565,3212,2713,Reloaded
1549,Squig #1549,Reloaded,,Grey Splash,70,Dark Brown,70,Squig,75,Pink Jacket,90,Smile,70,Cyclops,65,Afro Brown,100,None,0,540,540,0,540,4073,3927,Reloaded
1550,Squig #1550,Reloaded,,Purple Splash,70,Brown Elf,80,Squig Elf,80,Black Tee Yellow Bandana,90,Tape,90,Cyclops Lashes,65,Yellow Sunhat,95,None,0,570,570,0,570,3009,2450,Reloaded
1551,Squig #1551,Reloaded,,Yellow Boom,70,Brown Elf,80,Squig Elf,80,Jedi,100,Tongue,80,Angry Triple,75,Headphones,105,None,0,590,590,0,590,2328,1522,Reloaded
1552,Squig #1552,Reloaded,,Light Blue Splash,70,Green Elf,85,Squig Elf,80,Black Tee,85,Smile,70,Triple Lashes,65,Blonde Mullet,115,None,0,570,570,0,570,3009,2450,Reloaded
1553,Squig #1553,Reloaded,,Green,60,Beige Elf,80,Squig Elf,80,Black Suit,95,Sad,70,Angry Cyclops Lashes,75,Hoops,120,None,0,580,580,0,580,2630,1928,Reloaded
1554,Squig #1554,Reloaded,,Light Blue,60,Dark Brown,70,Squig,75,Purple Tee,80,Open,70,Triple,65,Cowboy,95,None,0,515,515,0,515,4425,4416,Reloaded
1555,Squig #1555,Reloaded,,Grey,60,Beige Elf,80,Squig Elf,80,Green Polo,90,Afraid,70,Angry Cyclops,70,Bow,90,Gold Earring,20,560,560,0,560,3390,2969,Reloaded
1556,Squig #1556,Reloaded,,Grey Boom,70,Dark Brown,70,Squig,75,Baseball Jersey Red,90,Sewn,90,Angry Cyclops,70,Dragon Ball Hair,130,Multi Earring,25,620,620,0,620,1611,517,Reloaded
1557,Squig #1557,Reloaded,,Orange,60,Purple,80,Squig,75,Baseball Jersey Red,90,Smile,70,Cyclops,65,White Bowl,95,None,0,535,535,0,535,4193,4092,Reloaded
1558,Squig #1558,Reloaded,,Light Blue,60,Zombie,100,Zombie,110,420 Shirt,100,Toothless,75,Cyclops,65,Yellow Punk,85,None,0,595,595,0,595,2191,1327,Reloaded
1559,Squig #1559,Reloaded,,Sky,80,Green Elf,85,Squig Elf,80,White Tank,80,Afraid,70,Triple Lashes,65,Bow,90,Monocle,40,590,590,0,590,2328,1522,Reloaded
1560,Squig #1560,Reloaded,,Orange,60,Amphibian Green,110,Amphibian,110,Blue Overalls,90,Giant Tongue,90,Cyclops Lashes,65,Nurse,95,None,0,620,620,0,620,1611,517,Reloaded
1561,Squig #1561,Reloaded,,Orange Boom,70,Brown,70,Squig,75,Purple Tee,80,Gold Digger,100,Angry Triple,75,Captain,105,Sad Necklace,35,610,610,0,610,1818,810,Reloaded
1562,Squig #1562,Reloaded,,Light Blue,60,Brown,70,Squig,75,Bowling Shirt,95,Afraid,70,Angry Triple Lashes,75,Giant Mountie,125,None,0,570,570,0,570,3009,2450,Reloaded
