tokenID,name,description,file_name,attributes[Background],attributes[Skin],attributes[Type],attributes[Status],attributes[Body],attributes[Mouth],attributes[Eyes],attributes[Head],attributes[Special],attributes[Legend]
767,Squig #767,"4,444 Creatures from another world come to observe and imitate Humans.",767.png,Yellow Boom,Dark Brown,Squig,OG,Baseball Jersey Blue,Smile,Sleepy Triple,Boom Bucket,Ugly Necklace,
768,Squig #768,"4,444 Creatures from another world come to observe and imitate Humans.",768.png,Purple,Crystal,Squig,OG,Ugly Long Tee,Oh,Angry Triple,Visor With Hair,Weed Necklace,
769,Squig #769,"4,444 Creatures from another world come to observe and imitate Humans.",769.png,Green Splash,Gold,Squig,OG,White Sweat,Smile,Triple Lashes,Night Vision,None,
770,Squig #770,"4,444 Creatures from another world come to observe and imitate Humans.",770.png,Purple Portal,Beige,Squig,OG,Chain,Open,Cyclops,Ugly Pale Ale,Blunt,
771,Squig #771,"4,444 Creatures from another world come to observe and imitate Humans.",771.png,Grey,Brown,Squig,OG,Fisherman Black,Toothless,Surgery Lashes,Purr Paw,Blunt,
772,Squig #772,"4,444 Creatures from another world come to observe and imitate Humans.",772.png,Grey,Dark Zombie,Zombie,OG,White Tee,Neutral,Triple,Sombrero,Ugly Necklace,
773,Squig #773,"4,444 Creatures from another world come to observe and imitate Humans.",773.png,Yellow Splash,Brown Elf,Squig Elf,OG,White Army Tee,Gold Digger,Bionic,Golf,None,
774,Squig #774,"4,444 Creatures from another world come to observe and imitate Humans.",774.png,Orange Portal,Beige Elf,Squig Elf,OG,Born Ugly Tee,Mustache,Triple Lashes,White Bowl,None,
775,Squig #775,"4,444 Creatures from another world come to observe and imitate Humans.",775.png,Yellow,Brown,Squig,OG,Green Polo,Open,Cyclops Lashes,Pink Beanie,Blunt,
776,Squig #776,"4,444 Creatures from another world come to observe and imitate Humans.",776.png,Green,Dark Brown,Squig,OG,White Tank,Smile,Triple Lashes,Sombrero,None,
777,Squig #777,"4,444 Creatures from another world come to observe and imitate Humans.",777.png,Grey,Zombie,Zombie,OG,Multi Overalls,Giant Tongue,Bionic Lashes,Crown,None,
778,Squig #778,"4,444 Creatures from another world come to observe and imitate Humans.",778.png,Green Boom,Green,Squig,OG,XRay Tee,Open,Angry Triple Lashes,Green Cap,None,
779,Squig #779,"4,444 Creatures from another world come to observe and imitate Humans.",779.png,Light Blue Boom,Green Elf,Squig Elf,OG,Black Tee,Gold Digger,Sleepy Triple,Brown Mullet,None,
780,Squig #780,"4,444 Creatures from another world come to observe and imitate Humans.",780.png,Yellow,Brown,Squig,OG,White Tee,Smile,Triple,Basketball,None,
781,Squig #781,"4,444 Creatures from another world come to observe and imitate Humans.",781.png,Grey,Beige Elf,Squig Elf,OG,Fisherman Multi,Toothless,Cyclops,Hockey Helmet,None,
782,Squig #782,"4,444 Creatures from another world come to observe and imitate Humans.",782.png,Green Boom,Brown Elf,Squig Elf,OG,Dog Tank,Oh,Angry Triple Lashes,Pot Head,None,
783,Squig #783,"4,444 Creatures from another world come to observe and imitate Humans.",783.png,Pink Splash,Dark Brown,Squig,OG,Futuristic Gold Armor,Mustache,Cyclops,Black Cap,Multi Earring,
784,Squig #784,"4,444 Creatures from another world come to observe and imitate Humans.",784.png,Pink,Brown Elf,Squig Elf,OG,Black Tank,Afraid,Cyclops,Purple Punk,Multi Earring,
785,Squig #785,"4,444 Creatures from another world come to observe and imitate Humans.",785.png,Purple Splash,Purple,Squig,OG,Brown Suit,Smile,Anger Cyclops,Green Ugly Cap,None,
786,Squig #786,"4,444 Creatures from another world come to observe and imitate Humans.",786.png,Purple,Amphibian Purple,Amphibian,OG,Born Ugly Tank Yellow,Sad,Cyclops,White Backwards Cap,None,
787,Squig #787,"4,444 Creatures from another world come to observe and imitate Humans.",787.png,Purple,Dark Brown Elf,Squig Elf,OG,Ugly Tracksuit,Afraid,Cyclops Lashes,Brown Pigtails,None,
788,Squig #788,"4,444 Creatures from another world come to observe and imitate Humans.",788.png,Yellow Portal,Dark Brown Elf,Squig Elf,OG,Bowling Shirt,Oh,Triple,Dennis Pink,None,
789,Squig #789,"4,444 Creatures from another world come to observe and imitate Humans.",789.png,Sky,Brown,Squig,OG,Ugly Side of the Moon,Oh,Cyclops Lashes,Black Cap,None,
790,Squig #790,"4,444 Creatures from another world come to observe and imitate Humans.",790.png,Purple Portal,Dark Brown,Squig,OG,Multi Overalls,Tongue,Eye Patch,Dread Cap,None,
791,Squig #791,"4,444 Creatures from another world come to observe and imitate Humans.",791.png,Yellow,Amphibian Red,Amphibian,OG,Ugly Hockey Jersey,Open,Cyclops Lashes,Green Ugly Cap,None,
792,Squig #792,"4,444 Creatures from another world come to observe and imitate Humans.",792.png,Grey Splash,Green Elf,Squig Elf,OG,White Suit,Smile,Sleepy Triple,Parted,None,
793,Squig #793,"4,444 Creatures from another world come to observe and imitate Humans.",793.png,Orange Boom,Beige Elf,Squig Elf,OG,Varisty Blue,Toothless,Suspect Cyclops,Purple Punk,Piranha,
794,Squig #794,"4,444 Creatures from another world come to observe and imitate Humans.",794.png,Orange,Brown Elf,Squig Elf,OG,Blue Tracksuit,Open,Surgery Lashes,Green Cap,None,
795,Squig #795,"4,444 Creatures from another world come to observe and imitate Humans.",795.png,Green Boom,Robot,Robot,OG,Better Ugly Than Late Tee,Sewn,Cyclops,Yellow Punk,None,
796,Squig #796,"4,444 Creatures from another world come to observe and imitate Humans.",796.png,Grey Boom,Crystal,Squig,OG,Pink Surf Lycra,Smile,Triple Lashes,Bag,None,
797,Squig #797,"4,444 Creatures from another world come to observe and imitate Humans.",797.png,Grey Boom,Brown Elf,Squig Elf,OG,Born Ugly Tank Yellow,Sad,Cyclops Lashes,Green Ugly Cap,None,
798,Squig #798,"4,444 Creatures from another world come to observe and imitate Humans.",798.png,Yellow,Brown Elf,Squig Elf,OG,Basketball Yellow,Sad,Triple,Green Beanie,None,
799,Squig #799,"4,444 Creatures from another world come to observe and imitate Humans.",799.png,Light Blue Splash,Brown,Squig,OG,Pink Surf Lycra,Sad,Angry Triple,Dread Cap,None,
800,Squig #800,"4,444 Creatures from another world come to observe and imitate Humans.",800.png,Grey Splash,Purple Elf,Squig Elf,OG,Prison,Tongue,Bionic,Pomade,Smile Necklace,
801,Squig #801,"4,444 Creatures from another world come to observe and imitate Humans.",801.png,Green Splash,Robot,Robot,OG,Purple Tee,Revive Pill,Surgery Lashes,Pink Bowl,None,
802,Squig #802,"4,444 Creatures from another world come to observe and imitate Humans.",802.png,Purple Boom,Dark Brown,Squig,OG,Born Ugly Tank Yellow,Giant Iridescent Tongue,Terminator,Angel,None,
803,Squig #803,"4,444 Creatures from another world come to observe and imitate Humans.",803.png,Yellow Boom,Dark Brown,Squig,OG,White Tank,Smile,Surgery,Space Brain,Smile Necklace,
804,Squig #804,"4,444 Creatures from another world come to observe and imitate Humans.",804.png,Purple,Gold,Squig,OG,Brown Suit,Smile,Angry Cyclops,White Bowl,None,
805,Squig #805,"4,444 Creatures from another world come to observe and imitate Humans.",805.png,Yellow Splash,Amphibian Red,Amphibian,OG,Fishnet,Smile,Triple Lashes,Flowers,None,
806,Squig #806,"4,444 Creatures from another world come to observe and imitate Humans.",806.png,Light Blue Portal,Beige,Squig,OG,Born Ugly Tee,Smile,Sleepy Triple,Watermelon Bucket,Smile Necklace,
807,Squig #807,"4,444 Creatures from another world come to observe and imitate Humans.",807.png,Orange,Brown Elf,Squig Elf,OG,Green Tee,Mustache,Triple Lashes,Black Backwards Cap,Smile Necklace,
808,Squig #808,"4,444 Creatures from another world come to observe and imitate Humans.",808.png,Grey Boom,Beige,Squig,OG,Born Ugly Tank,Neutral,Triple Lashes,Blonde Hair Bandana,Gold Earring,
809,Squig #809,"4,444 Creatures from another world come to observe and imitate Humans.",809.png,Orange Boom,Beige,Squig,OG,Army Tee,Neutral,Cyclops Lashes,Blue Ugly Cap,None,
810,Squig #810,"4,444 Creatures from another world come to observe and imitate Humans.",810.png,Orange Splash,Brown Elf,Squig Elf,OG,Red Bralette,Smile,Eye Patch,Pot Head,Smile Necklace,
811,Squig #811,"4,444 Creatures from another world come to observe and imitate Humans.",811.png,Purple Portal,Amphibian Red,Amphibian,OG,Purple Transparent Shirt,Ugly Candy,Cyclops Lashes,Purple Punk,None,
812,Squig #812,"4,444 Creatures from another world come to observe and imitate Humans.",812.png,Purple Splash,Beige Elf,Squig Elf,OG,Purple Tee,Sad,Sleepy Triple,Hoops,None,
813,Squig #813,"4,444 Creatures from another world come to observe and imitate Humans.",813.png,Green Splash,Beige,Squig,OG,Black Tee,Neutral,Cyclops,Proud To Be Ugly,None,
814,Squig #814,"4,444 Creatures from another world come to observe and imitate Humans.",814.png,Purple Splash,Purple Elf,Squig Elf,OG,Beige Jacket,Ball Gag,Triple Lashes,Bow,Parakeet,
815,Squig #815,"4,444 Creatures from another world come to observe and imitate Humans.",815.png,Pink Splash,Crystal,Squig,OG,Multi Overalls,Open,Bionic,Blonde Hair Bandana,None,
816,Squig #816,"4,444 Creatures from another world come to observe and imitate Humans.",816.png,Light Blue,Amphibian Green,Amphibian,OG,Iridescent Bralette,Smile,Triple,Black Backwards Cap,None,
817,Squig #817,"4,444 Creatures from another world come to observe and imitate Humans.",817.png,Pink Boom,Dark Brown,Squig,OG,White Tank,Smile,Triple,Cowboy,None,
818,Squig #818,"4,444 Creatures from another world come to observe and imitate Humans.",818.png,Green,Beige Elf,Squig Elf,OG,White Bralette,Open,Angry Triple Lashes,Brown Hair Bandana,Multi Earring,
819,Squig #819,"4,444 Creatures from another world come to observe and imitate Humans.",819.png,Orange Boom,Dark Brown Elf,Squig Elf,OG,Born Ugly Tank Yellow,Toothless,Cyclops Lashes,Dennis Pink,Dino,
820,Squig #820,"4,444 Creatures from another world come to observe and imitate Humans.",820.png,Pink,Purple Elf,Squig Elf,OG,Fishnet,Afraid,Triple Lashes,Pink Sunhat,None,
821,Squig #821,"4,444 Creatures from another world come to observe and imitate Humans.",821.png,Pink,Brown,Squig,OG,Ugly Lifeguard,Sad,Triple Lashes,Green Cap,None,
822,Squig #822,"4,444 Creatures from another world come to observe and imitate Humans.",822.png,Purple Portal,Purple,Squig,OG,Born Ugly Tank,Open,Surgery,Umbrella Hat,Blunt,
823,Squig #823,"4,444 Creatures from another world come to observe and imitate Humans.",823.png,Purple Splash,Dark Brown,Squig,OG,White Tee Red Bandana,Ball Gag,Angry Triple Lashes,Mountie,None,
824,Squig #824,"4,444 Creatures from another world come to observe and imitate Humans.",824.png,Yellow,Amphibian Red,Amphibian,OG,Butthead Tee,Afraid,Triple,Fire,None,
825,Squig #825,"4,444 Creatures from another world come to observe and imitate Humans.",825.png,Orange Boom,Brown Elf,Squig Elf,OG,Pink Hoodie,Neutral,Sleepy Triple,Dread,None,
826,Squig #826,"4,444 Creatures from another world come to observe and imitate Humans.",826.png,Green,Gold,Squig,OG,Naked,Sad,Angry Cyclops Lashes,White Backwards Cap,Weed Necklace,
827,Squig #827,"4,444 Creatures from another world come to observe and imitate Humans.",827.png,Orange Boom,Brown,Squig,OG,Born Ugly Tee,Sad,Cyclops Lashes,Paper Boat,Gold Earring,
828,Squig #828,"4,444 Creatures from another world come to observe and imitate Humans.",828.png,Purple Splash,Green Elf,Squig Elf,OG,Green Polo,Blue Tongue,Cyclops Lashes,Brown Hair Bandana,None,
829,Squig #829,"4,444 Creatures from another world come to observe and imitate Humans.",829.png,Grey Splash,Brown,Squig,OG,Black Sweat,Oh,Angry Cyclops,Black Backwards Cap,None,
830,Squig #830,"4,444 Creatures from another world come to observe and imitate Humans.",830.png,Purple,Dark Brown,Squig,OG,Black Sweat,Ugly Candy,Angry Triple Lashes,Pink Bowl,None,
831,Squig #831,"4,444 Creatures from another world come to observe and imitate Humans.",831.png,Purple Boom,Dark Brown,Squig,OG,Green Polo,Open,Bionic Lashes,Rice Dome,Green Laser,
832,Squig #832,"4,444 Creatures from another world come to observe and imitate Humans.",832.png,Orange Portal,Amphibian Green,Amphibian,OG,XRay Tee,Toothless,Cyclops Lashes,I Need TP,None,
833,Squig #833,"4,444 Creatures from another world come to observe and imitate Humans.",833.png,Yellow Splash,Dark Brown Elf,Squig Elf,OG,Fast Food Hoodie,Tongue,Cyclops,Purple Punk,None,
834,Squig #834,"4,444 Creatures from another world come to observe and imitate Humans.",834.png,Grey,Dark Zombie,Zombie,OG,Born Ugly Tank Yellow,Neutral,Cyclops,Purple Punk,None,
835,Squig #835,"4,444 Creatures from another world come to observe and imitate Humans.",835.png,Light Blue Boom,Beige Elf,Squig Elf,OG,Triangle Longue Tee,Toothless,Triple,Watermelon Bucket,None,
836,Squig #836,"4,444 Creatures from another world come to observe and imitate Humans.",836.png,Pink Splash,Purple,Squig,OG,Brown Suit,Afraid,Anger Cyclops,Bunny,None,
837,Squig #837,"4,444 Creatures from another world come to observe and imitate Humans.",837.png,Green,Dark Brown Elf,Squig Elf,OG,Beige Jacket,Open,Triple,Pink Beanie,Parakeet,
838,Squig #838,"4,444 Creatures from another world come to observe and imitate Humans.",838.png,Orange,Green Elf,Squig Elf,OG,Ugly Football Club,Afraid,Cyclops Lashes,Afro Brown,Gold Earring,
839,Squig #839,"4,444 Creatures from another world come to observe and imitate Humans.",839.png,Orange,Dark Robot,Robot,OG,Green White Polo,Sad,Angry Cyclops Lashes,Nurse,None,
840,Squig #840,"4,444 Creatures from another world come to observe and imitate Humans.",840.png,Purple Boom,Brown Elf,Squig Elf,OG,Purple Tee,Tape,Triple,Pink Bowl,None,
841,Squig #841,"4,444 Creatures from another world come to observe and imitate Humans.",841.png,Light Blue Splash,Dark Brown,Squig,OG,Born Ugly Tank,Neutral,Sleepy Triple,Pink Cowboy,None,
842,Squig #842,"4,444 Creatures from another world come to observe and imitate Humans.",842.png,Orange Portal,Gold,Squig,OG,Fisherman Multi,Afraid,Surgery Lashes,Purple Punk,None,
843,Squig #843,"4,444 Creatures from another world come to observe and imitate Humans.",843.png,Pink,Dark Zombie,Zombie,OG,Neanderthal Suit,Tape,Cyclops Lashes,Night Vision,None,
844,Squig #844,"4,444 Creatures from another world come to observe and imitate Humans.",844.png,Yellow Boom,Amphibian Green,Amphibian,OG,Yellow Pink Polo,Sewn,Cyclops,Bald,None,
845,Squig #845,"4,444 Creatures from another world come to observe and imitate Humans.",845.png,Purple Portal,Dark Robot,Robot,OG,White Tank,Afraid,Angry Cyclops,Yellow Bowl,None,
846,Squig #846,"4,444 Creatures from another world come to observe and imitate Humans.",846.png,Pink,Beige,Squig,OG,Multi Overalls,Open,Angry Triple Lashes,Dread,None,
847,Squig #847,"4,444 Creatures from another world come to observe and imitate Humans.",847.png,Grey Boom,Brown,Squig,OG,Black Tank,Tongue,Suspect Cyclops,Robber Mask,None,
848,Squig #848,"4,444 Creatures from another world come to observe and imitate Humans.",848.png,Yellow Boom,Brown Elf,Squig Elf,OG,Black Tank,Gold Giant Tongue,Bionic Lashes,Green Cap,None,
849,Squig #849,"4,444 Creatures from another world come to observe and imitate Humans.",849.png,Purple Splash,Zombie,Zombie,OG,Chain,Neutral,Triple Lashes,Green Visor,None,
850,Squig #850,"4,444 Creatures from another world come to observe and imitate Humans.",850.png,Orange Portal,Green,Squig,OG,Fisherman Multi,Blue Tongue,Sleepy Triple,Basketball,None,
851,Squig #851,"4,444 Creatures from another world come to observe and imitate Humans.",851.png,Pink,Beige,Squig,OG,Yellow Pink Polo,Neutral,Cyclops,Lobby,None,
852,Squig #852,"4,444 Creatures from another world come to observe and imitate Humans.",852.png,Grey Boom,Purple Elf,Squig Elf,OG,Baseball Jersey Red,Smile,Cyclops,Proud To Be Ugly,Smile Necklace,
853,Squig #853,"4,444 Creatures from another world come to observe and imitate Humans.",853.png,Purple Splash,Purple Elf,Squig Elf,OG,Green Polo,Neutral,Triple,Ice Cream,None,
854,Squig #854,"4,444 Creatures from another world come to observe and imitate Humans.",854.png,Grey Boom,Purple,Squig,OG,Ninja,Neutral,Angry Triple Lashes,Pink Ugly Cap,None,
855,Squig #855,"4,444 Creatures from another world come to observe and imitate Humans.",855.png,Orange Boom,Brown,Squig,OG,Pink Surf Lycra,Afraid,Triple,Buoy,None,
856,Squig #856,"4,444 Creatures from another world come to observe and imitate Humans.",856.png,Orange,Beige Elf,Squig Elf,OG,Cowboy Green,Oh,Cyclops Lashes,Yellow Sunhat,None,
857,Squig #857,"4,444 Creatures from another world come to observe and imitate Humans.",857.png,Pink Boom,Green,Squig,OG,Black Tank,Toothless,Triple,3D,Multi Earring,
858,Squig #858,"4,444 Creatures from another world come to observe and imitate Humans.",858.png,Grey Splash,Dark Brown Elf,Squig Elf,OG,Pink Jacket,Neutral,Triple,Brown Pigtails,None,
859,Squig #859,"4,444 Creatures from another world come to observe and imitate Humans.",859.png,Pink Splash,Brown,Squig,OG,Pink Jacket,Smile,Triple,Yellow Sunhat,None,
860,Squig #860,"4,444 Creatures from another world come to observe and imitate Humans.",860.png,Sky,Dark Zombie,Zombie,OG,Fastfood Shirt,Sewn,Cyclops Lashes,White Bowl,None,
861,Squig #861,"4,444 Creatures from another world come to observe and imitate Humans.",861.png,Orange Boom,Zombie,Zombie,OG,Blue Surf Lycra,Giant Iridescent Tongue,Cyclops Lashes,Bear Fur Hat,None,
862,Squig #862,"4,444 Creatures from another world come to observe and imitate Humans.",862.png,Yellow Splash,Beige,Squig,OG,Tattoo,Open,Angry Cyclops Lashes,Green Beanie,None,
863,Squig #863,"4,444 Creatures from another world come to observe and imitate Humans.",863.png,Light Blue Splash,Beige,Squig,OG,Basketball Yellow,Tape,Cyclops Lashes,Dragon Ball Hair,None,
